timestamp,vibration_rms_mm_s,temperature_c,rpm,acoustic_noise_db,bearing_wear_percent,lubricant_quality_percent,failure_risk_score,remaining_useful_life_hours,breakdown_label
2026-01-02 00:00:00,7.091,80.48,1357.5,79.66,83.19,37.47,0.7939,34.06,0
2026-01-02 00:15:00,7.487,79.45,1366.8,79.99,81.77,42.21,0.7943,34.06,0
2026-01-02 00:30:00,7.128,82.29,1379.5,80.62,86.3,36.94,0.8082,34.06,0
2026-01-02 00:45:00,7.015,80.16,1362.8,79.7,81.66,36.72,0.7879,34.06,0
2026-01-02 01:00:00,7.171,78.14,1345.2,79.02,81.47,36.08,0.7904,34.06,0
2026-01-02 01:15:00,6.626,77.94,1346.3,79.33,82.52,32.48,0.7781,34.06,0
2026-01-02 01:30:00,7.192,75.46,1377.2,79.42,81.06,38.64,0.7791,34.06,0
2026-01-02 01:45:00,7.381,81.64,1377.6,79.45,84.85,37.3,0.8125,34.06,0
2026-01-02 02:00:00,7.256,79.67,1376.3,79.8,84.49,38.53,0.7998,34.06,0
2026-01-02 02:15:00,6.762,80.63,1369.0,77.99,83.73,41.16,0.7751,34.06,0
2026-01-02 02:30:00,7.699,77.27,1366.9,80.19,84.15,39.87,0.8086,34.06,0
2026-01-02 02:45:00,7.295,77.57,1367.0,82.11,81.26,39.63,0.7864,34.06,0
2026-01-02 03:00:00,7.148,80.52,1360.3,80.9,81.97,34.17,0.7998,33.63,0
2026-01-02 03:15:00,7.154,78.58,1366.9,79.17,84.42,32.77,0.8047,33.63,0
2026-01-02 03:30:00,7.36,79.43,1368.7,78.09,81.92,39.51,0.795,33.63,0
2026-01-02 03:45:00,7.146,82.31,1353.3,79.57,82.1,38.31,0.7957,33.63,0
2026-01-02 04:00:00,7.147,80.31,1384.0,79.5,80.18,39.25,0.7846,33.63,0
2026-01-02 04:15:00,7.312,80.3,1370.0,79.87,81.91,38.86,0.7963,33.63,0
2026-01-02 04:30:00,6.937,80.05,1373.3,78.73,81.98,39.67,0.7794,33.63,0
2026-01-02 04:45:00,7.343,78.73,1356.8,78.75,82.82,40.5,0.7931,33.63,0
2026-01-02 05:00:00,6.967,80.96,1364.1,80.56,83.09,40.49,0.7838,33.63,0
2026-01-02 05:15:00,7.274,80.01,1360.4,79.47,81.6,37.21,0.7967,33.63,0
2026-01-02 05:30:00,7.408,84.0,1352.8,81.09,84.18,39.96,0.8118,33.63,0
2026-01-02 05:45:00,7.292,80.91,1357.7,78.54,82.92,35.69,0.8058,33.63,0
2026-01-02 06:00:00,7.358,76.7,1387.0,77.81,83.58,37.8,0.7964,33.63,0
2026-01-02 06:15:00,7.095,79.1,1367.8,80.37,82.84,35.3,0.7944,33.63,0
2026-01-02 06:30:00,7.01,78.12,1371.4,78.7,81.63,39.56,0.7774,33.48,0
2026-01-02 06:45:00,7.425,82.47,1365.7,78.97,83.44,37.87,0.8115,33.08,0
2026-01-02 07:00:00,7.166,79.6,1365.5,80.74,82.59,36.68,0.795,33.08,0
2026-01-02 07:15:00,7.01,77.55,1357.0,79.41,82.16,36.31,0.7839,33.08,0
2026-01-02 07:30:00,7.078,79.17,1369.0,80.78,81.63,37.82,0.7859,33.08,0
2026-01-02 07:45:00,7.038,81.71,1356.0,79.14,77.58,40.68,0.7741,33.08,0
2026-01-02 08:00:00,7.355,81.27,1368.3,80.01,86.04,40.82,0.8066,33.08,0
2026-01-02 08:15:00,7.324,80.08,1350.5,80.41,83.99,33.76,0.8117,33.08,0
2026-01-02 08:30:00,7.516,80.09,1356.4,81.03,85.9,37.91,0.8158,33.08,0
2026-01-02 08:45:00,6.951,77.48,1360.2,80.76,82.85,39.86,0.776,33.08,0
2026-01-02 09:00:00,7.207,79.04,1368.8,79.44,84.37,39.65,0.7939,33.08,0
2026-01-02 09:15:00,7.177,79.43,1352.9,79.5,82.14,39.29,0.7887,33.08,0
2026-01-02 09:30:00,6.739,78.17,1365.7,80.97,79.65,35.09,0.7707,33.08,0
2026-01-02 09:45:00,7.181,80.04,1368.1,81.12,85.67,37.12,0.8034,33.08,0
2026-01-02 10:00:00,7.329,77.67,1371.5,81.05,84.43,40.65,0.7939,33.08,0
2026-01-02 10:15:00,7.014,81.44,1365.3,78.24,86.4,37.28,0.8014,33.08,0
2026-01-02 10:30:00,6.92,78.36,1365.7,78.07,84.44,36.25,0.7879,33.08,0
2026-01-02 10:45:00,7.709,77.86,1363.0,80.01,86.36,35.4,0.8247,33.08,0
2026-01-02 11:00:00,6.91,77.59,1351.4,78.71,78.73,39.44,0.7652,32.73,0
2026-01-02 11:15:00,7.537,78.99,1367.9,79.42,86.83,41.16,0.8101,32.73,0
2026-01-02 11:30:00,7.277,80.25,1358.4,80.04,82.86,39.55,0.7958,32.73,0
2026-01-02 11:45:00,7.301,80.06,1365.0,79.61,84.68,37.04,0.8059,32.73,0
2026-01-02 12:00:00,7.092,78.22,1378.9,80.13,81.21,40.72,0.7775,32.73,0
2026-01-02 12:15:00,6.99,79.82,1371.2,81.87,81.13,36.94,0.7844,32.73,0
2026-01-02 12:30:00,7.526,77.55,1366.0,78.65,87.06,37.33,0.8147,32.73,0
2026-01-02 12:45:00,7.619,79.29,1361.1,80.08,79.43,40.24,0.7973,32.73,0
2026-01-02 13:00:00,7.025,80.4,1357.7,79.12,84.63,39.98,0.7897,32.73,0
2026-01-02 13:15:00,7.475,79.69,1350.9,79.5,84.29,39.77,0.8056,32.73,0
2026-01-02 13:30:00,7.21,78.4,1364.3,78.63,84.41,39.6,0.7928,32.73,0
2026-01-02 13:45:00,7.382,77.91,1378.0,80.44,81.35,37.33,0.7955,32.73,0
2026-01-02 14:00:00,7.164,79.84,1367.4,79.53,84.16,38.21,0.7963,32.73,0
2026-01-02 14:15:00,7.056,79.25,1354.7,81.89,81.42,38.2,0.7839,32.73,0
2026-01-02 14:30:00,6.867,76.03,1373.4,81.1,81.66,36.62,0.773,32.73,0
2026-01-02 14:45:00,6.827,77.53,1354.4,78.17,82.3,36.94,0.7757,32.73,0
2026-01-02 15:00:00,7.182,78.81,1355.2,80.68,85.58,39.59,0.7955,32.68,0
2026-01-02 15:15:00,7.155,79.57,1373.1,79.64,83.07,38.09,0.7929,32.68,0
2026-01-02 15:30:00,6.945,79.11,1369.7,79.63,83.19,35.78,0.7885,32.68,0
2026-01-02 15:45:00,6.847,81.74,1379.6,81.32,84.68,36.53,0.7926,32.68,0
2026-01-02 16:00:00,7.027,77.26,1352.7,82.58,85.16,35.7,0.7927,32.68,0
2026-01-02 16:15:00,7.291,81.81,1366.9,78.6,81.64,34.99,0.8059,32.68,0
2026-01-02 16:30:00,7.394,78.6,1365.9,78.8,86.78,38.61,0.8085,32.68,0
2026-01-02 16:45:00,7.421,79.92,1362.6,78.97,84.07,38.51,0.8059,32.68,0
2026-01-02 17:00:00,7.242,78.88,1362.6,80.71,83.88,37.19,0.7987,31.84,0
2026-01-02 17:15:00,7.389,79.96,1344.4,79.36,80.09,34.16,0.8035,31.84,0
2026-01-02 17:30:00,6.958,76.96,1362.8,81.12,83.01,36.37,0.7826,31.84,0
2026-01-02 17:45:00,7.573,82.19,1353.1,77.26,84.1,33.56,0.827,31.84,0
2026-01-02 18:00:00,7.248,78.72,1364.0,78.92,85.08,37.38,0.8011,31.84,0
2026-01-02 18:15:00,7.048,79.46,1353.2,81.08,84.29,36.56,0.7945,31.84,0
2026-01-02 18:30:00,7.015,75.6,1370.6,81.49,83.05,37.42,0.7798,31.84,0
2026-01-02 18:45:00,6.995,79.64,1365.0,78.74,83.56,34.65,0.7948,31.43,0
2026-01-02 19:00:00,7.163,78.65,1361.1,78.49,81.45,40.5,0.7823,31.43,0
2026-01-02 19:15:00,7.417,81.18,1362.4,79.6,81.93,38.67,0.8029,31.43,0
2026-01-02 19:30:00,7.07,80.48,1355.5,79.59,85.58,40.02,0.794,31.43,0
2026-01-02 19:45:00,7.444,79.05,1372.6,79.64,83.45,35.79,0.8088,31.11,0
2026-01-02 20:00:00,7.275,77.39,1366.4,79.29,85.24,36.26,0.8019,31.11,0
2026-01-02 20:15:00,6.873,82.38,1362.6,83.25,85.21,39.85,0.7897,31.11,0
2026-01-02 20:30:00,6.996,79.34,1361.4,81.35,87.35,39.0,0.7949,31.11,0
2026-01-02 20:45:00,7.037,81.78,1361.4,79.28,82.49,36.15,0.7955,31.11,0
2026-01-02 21:00:00,7.143,81.79,1363.3,79.39,83.97,36.19,0.8034,31.11,0
2026-01-02 21:15:00,7.638,82.62,1357.5,80.21,79.95,35.1,0.8171,31.11,0
2026-01-02 21:30:00,7.76,77.66,1348.1,80.81,82.69,37.57,0.8128,31.11,0
2026-01-02 21:45:00,7.299,77.93,1341.9,82.19,83.32,34.74,0.8023,31.11,0
2026-01-02 22:00:00,7.337,79.49,1346.4,81.86,87.97,38.49,0.8114,30.13,0
2026-01-02 22:15:00,7.104,78.96,1369.6,80.71,84.97,36.83,0.7968,30.13,0
2026-01-02 22:30:00,7.518,81.5,1353.0,79.82,82.88,37.03,0.8133,30.13,0
2026-01-02 22:45:00,7.088,80.82,1366.7,81.64,88.04,35.54,0.8105,30.13,0
2026-01-02 23:00:00,7.169,81.44,1374.8,81.43,89.35,38.87,0.8117,30.13,0
2026-01-02 23:15:00,7.291,80.63,1362.9,79.25,86.58,38.66,0.8083,30.13,0
2026-01-02 23:30:00,7.471,81.13,1358.6,78.4,85.33,35.61,0.8195,29.96,0
2026-01-02 23:45:00,7.341,81.24,1360.0,80.09,88.28,33.98,0.8252,29.96,0
2026-01-03 00:00:00,6.774,80.6,1370.4,80.74,82.11,39.61,0.7746,29.96,0
2026-01-03 00:15:00,7.361,79.43,1353.7,80.17,85.42,33.15,0.8165,29.96,0
2026-01-03 00:30:00,7.198,82.57,1367.1,79.71,82.05,37.64,0.7996,29.96,0
2026-01-03 00:45:00,7.356,79.78,1382.0,79.23,88.05,32.51,0.825,29.96,0
2026-01-03 01:00:00,7.58,77.53,1368.6,82.16,86.58,40.95,0.8083,29.96,0
2026-01-03 01:15:00,6.941,77.0,1367.1,80.2,87.05,37.85,0.7891,29.87,0
2026-01-03 01:30:00,7.333,81.34,1365.5,79.19,87.71,34.5,0.8227,29.87,0
2026-01-03 01:45:00,7.492,79.78,1359.5,79.1,84.28,35.81,0.8143,29.87,0
2026-01-03 02:00:00,6.954,79.61,1348.2,80.84,82.55,37.46,0.785,29.87,0
2026-01-03 02:15:00,7.583,78.02,1369.4,79.07,83.01,31.12,0.8203,29.87,0
2026-01-03 02:30:00,7.428,80.8,1370.0,82.09,86.83,32.46,0.8272,29.87,0
2026-01-03 02:45:00,7.354,82.18,1346.8,78.56,86.69,37.15,0.8175,29.87,0
2026-01-03 03:00:00,7.119,81.02,1362.7,79.25,79.55,35.85,0.7903,29.87,0
2026-01-03 03:15:00,7.39,78.57,1374.1,78.37,89.35,36.91,0.8181,29.69,0
2026-01-03 03:30:00,7.455,80.18,1370.1,80.96,87.45,36.39,0.8205,29.69,0
2026-01-03 03:45:00,7.133,80.79,1368.6,78.54,87.56,35.68,0.8107,29.4,0
2026-01-03 04:00:00,7.18,78.86,1353.7,78.63,86.75,37.87,0.8019,29.16,0
2026-01-03 04:15:00,7.123,78.42,1352.2,81.06,86.04,38.37,0.7959,29.16,0
2026-01-03 04:30:00,7.369,78.45,1361.7,81.63,85.68,34.69,0.8122,29.16,0
2026-01-03 04:45:00,7.385,83.8,1372.9,79.63,85.31,37.95,0.8173,29.16,0
2026-01-03 05:00:00,7.508,83.03,1355.8,82.04,84.78,35.44,0.8242,29.16,0
2026-01-03 05:15:00,7.388,80.35,1379.1,81.49,82.39,34.74,0.8089,29.16,0
2026-01-03 05:30:00,7.236,80.88,1350.3,78.16,85.51,36.54,0.8082,28.89,0
2026-01-03 05:45:00,7.329,82.62,1355.6,81.24,86.79,34.15,0.8238,28.89,0
2026-01-03 06:00:00,7.147,82.61,1372.5,82.36,84.4,36.13,0.8066,28.51,0
2026-01-03 06:15:00,7.552,81.98,1346.6,80.73,85.73,33.09,0.8307,28.51,0
2026-01-03 06:30:00,7.131,79.12,1367.6,79.5,86.07,36.9,0.8008,28.51,0
2026-01-03 06:45:00,7.154,79.02,1366.3,80.26,85.2,36.27,0.8006,28.51,0
2026-01-03 07:00:00,7.354,80.57,1366.2,79.61,84.21,37.33,0.8074,28.51,0
2026-01-03 07:15:00,6.934,82.06,1360.7,80.91,85.35,35.87,0.7998,28.51,0
2026-01-03 07:30:00,7.456,81.89,1358.6,82.0,84.98,33.45,0.8241,28.04,0
2026-01-03 07:45:00,7.649,80.57,1347.8,81.07,82.25,35.85,0.8172,28.04,0
2026-01-03 08:00:00,7.504,79.46,1357.4,81.19,88.23,37.53,0.8206,27.88,0
2026-01-03 08:15:00,7.52,83.66,1354.6,83.15,91.76,36.3,0.8418,27.88,0
2026-01-03 08:30:00,7.476,79.23,1345.1,80.91,86.16,38.23,0.8124,27.88,0
2026-01-03 08:45:00,7.386,81.09,1346.9,82.43,87.62,33.13,0.8267,27.57,0
2026-01-03 09:00:00,7.37,81.23,1366.6,79.54,83.23,34.65,0.8124,27.57,0
2026-01-03 09:15:00,7.132,81.74,1354.7,80.11,85.32,36.13,0.8064,27.57,0
2026-01-03 09:30:00,7.454,83.4,1351.2,81.81,85.64,35.17,0.8256,27.57,0
2026-01-03 09:45:00,7.57,77.42,1358.1,82.46,87.59,37.51,0.8171,27.57,0
2026-01-03 10:00:00,7.797,75.92,1341.3,82.2,84.6,33.94,0.8224,27.57,0
2026-01-03 10:15:00,7.296,81.66,1365.0,81.99,86.84,34.99,0.8188,27.57,0
2026-01-03 10:30:00,7.463,82.67,1368.0,81.22,85.06,33.16,0.8268,27.57,0
2026-01-03 10:45:00,7.487,82.45,1378.6,81.83,87.54,35.88,0.8281,27.57,0
2026-01-03 11:00:00,7.3,82.09,1357.2,82.15,84.77,35.42,0.8138,27.57,0
2026-01-03 11:15:00,7.286,80.73,1368.5,80.74,84.09,32.51,0.8144,27.57,0
2026-01-03 11:30:00,7.295,80.45,1353.8,78.61,84.67,35.19,0.8102,27.57,0
2026-01-03 11:45:00,7.324,84.3,1351.9,79.8,84.0,37.7,0.8132,27.57,0
2026-01-03 12:00:00,7.731,79.46,1353.2,83.25,85.1,36.16,0.8245,27.57,0
2026-01-03 12:15:00,7.051,82.96,1360.1,80.93,84.29,35.54,0.8044,26.65,0
2026-01-03 12:30:00,7.159,80.58,1353.7,80.65,85.77,39.53,0.7992,26.65,0
2026-01-03 12:45:00,7.11,80.95,1359.4,80.06,85.36,32.98,0.8101,26.61,0
2026-01-03 13:00:00,7.485,79.15,1350.2,81.21,85.63,35.05,0.8176,26.61,0
2026-01-03 13:15:00,7.539,80.33,1348.1,80.28,84.9,32.1,0.8264,26.61,0
