timestamp,vibration_sensor,temperature_sensor,pressure_sensor,rpm_sensor,bearing_wear_sensor,health_status,actual_remaining_life
0,0.25172796127404307,40.89792461718982,95.362426796179,1516.9693926169607,1.184526046497734,Healthy,150000.0
1,0.05,39.97002396724153,105.24718475780647,1410.3116906583982,1.1213764321840016,Healthy,150000.0
2,0.36956042937744865,39.98304372027805,102.16293999286204,1382.950934470449,0.8960221567175051,Healthy,150000.0
3,0.19261965443537554,40.559366751809804,96.77220949511452,1554.7737126811173,1.390495257835445,Healthy,149328.14829602835
4,0.34331303617936726,42.14757438227809,99.52166683225485,1468.7359982539529,0.8800092262295729,Healthy,149603.8071467455
5,0.2044275801221639,40.012610579099466,97.24367459281802,1493.2154169007918,0.981945604154905,Healthy,150000.0
6,0.10261915347396586,40.26616564496315,104.02159817360648,1421.6935775833442,0.7120875563161038,Healthy,150000.0
7,0.32037322819697006,39.324620136166914,94.36122382719626,1546.1845910847187,0.8101878205644578,Healthy,150000.0
8,0.14614551233381293,38.51517527830574,97.21524293329396,1468.1113468643202,0.6866797387855669,Healthy,149574.33917773273
9,0.16705177595812457,37.758863980591386,97.60560107053504,1491.5774681004198,1.2930463558827632,Healthy,148707.54539222282
10,0.2535991562746783,40.008104731587224,97.9381840155465,1434.9385651948382,1.1749656205500636,Healthy,149823.55004781636
11,0.32169600826795314,39.66429429348909,92.15957063818158,1430.850480910517,1.2452339562574357,Healthy,149673.47058253607
12,0.05,37.47101108752017,96.59922561213628,1526.077877046262,0.9797241208623554,Healthy,149435.1941230002
13,0.05,37.29458055194503,95.14349533313221,1588.4656290301573,0.8774962226008441,Healthy,150000.0
14,0.05,41.49271444720819,99.66551531884102,1492.9861477796326,1.2661843390705183,Healthy,149409.65034128405
15,0.05,36.78397158863486,103.66233243464443,1495.418612271443,0.938153853634844,Healthy,149948.06802456838
16,0.23424510290012,43.6063471140249,100.21224899058183,1443.1308188672324,1.1600288554551672,Healthy,148786.789500987
17,0.09273307376904572,40.418536366708025,108.44528180425442,1533.5979778639555,1.5210837382414921,Healthy,148702.36751271502
18,0.1166421506438258,41.11033986712326,98.4724692099614,1539.0973250854806,1.2317403886888392,Healthy,149533.6702397076
19,0.2656894206917541,38.05175013812898,99.12812372656657,1568.4724770240173,1.164234373470438,Healthy,148483.9284274988
20,0.2698594134483384,40.132809518125455,97.8156315787627,1456.3756450940355,1.4123535200703947,Healthy,148813.22710252012
21,0.24760694639702785,37.6041525513518,97.42222258842772,1508.3696387473392,0.7051349503096811,Healthy,149001.6937363895
22,0.5130572560786966,39.74068115367938,95.26073179393727,1492.7446304609202,1.4378854971753698,Healthy,148864.20184159736
23,0.5008896316722168,41.42983875298426,99.23444822642601,1559.3908518141307,1.2957863842083177,Healthy,149406.4058115917
24,0.05,41.08094234099375,102.83516404391001,1535.7848982337193,1.033897536673783,Healthy,149257.338924985
25,0.05,39.93501689337855,98.25617085155217,1452.4662340073562,0.9453145625337618,Healthy,148669.12866554357
26,0.4896541614128127,39.234050062945165,102.39232827406148,1432.9428416443968,1.4220548220244733,Healthy,149220.67353614315
27,0.05,37.63985569319616,101.41104268681339,1607.59256303046,1.0155211470538197,Healthy,148021.54028623272
28,0.29916698610941117,37.46885424352879,101.35163928110192,1493.910881953034,0.7456673853282461,Healthy,148612.9277912328
29,0.09612052580442465,38.3912010398341,99.36581318956776,1507.7061465396853,0.6198577274352559,Healthy,148777.59536090025
30,0.05,39.97597101042686,98.0471240252886,1452.4707795334978,0.9760187989251862,Healthy,148398.79160934422
31,0.1843393227032192,39.08784339325867,96.8458688609607,1413.720194963774,1.2601127394110505,Healthy,148137.08352414306
32,0.231446958716032,37.617571662752646,102.91432938686074,1462.0769361294356,1.1166043881915413,Healthy,148560.79820265868
33,0.05,39.609876121565165,97.3861619245398,1496.5175623420448,1.371812630655885,Healthy,148107.68376263877
34,0.10792049008918136,37.636639050669025,98.12334350373062,1403.9881879701877,1.5975525553442693,Healthy,148263.67836983633
35,0.4809724383195606,40.813952030042614,97.98838644311569,1496.7023458249826,1.4755446586845702,Healthy,146979.8998301999
36,0.05,36.985949493011795,102.60353509999173,1519.390612783486,0.7705870412280562,Healthy,148978.08223548374
37,0.05,43.98525194392366,101.94100251410613,1509.5674009147986,1.723440410422366,Healthy,147833.63585089438
38,0.08444981413199093,37.47148251266792,96.82532375324274,1527.4575513751959,1.1226439693957375,Healthy,147565.72760242835
39,0.05,39.37566670018484,99.75300023146424,1444.8394429756502,1.1988437639344718,Healthy,147997.33619801834
40,0.1480494681519134,41.08219009192594,98.35686742855368,1462.1836397217824,1.2163278044715846,Healthy,148261.40329480526
41,0.4824334769563232,38.63360053424487,97.15792319525181,1504.3343067227509,1.6875177172546234,Healthy,148992.3035393632
42,0.2725032918380985,39.694872198003026,102.80862983953125,1555.196002093027,1.3330840785592741,Healthy,148425.43916422568
