timestamp,vibration_rms_mm_s,temperature_c,rpm,acoustic_noise_db,bearing_wear_percent,lubricant_quality_percent,failure_risk_score,remaining_useful_life_hours,breakdown_label
2026-01-02 00:00:00,5.481,65.47,1414.4,72.5,51.76,58.92,0.5751,93.77,0
2026-01-02 00:30:00,5.174,64.99,1428.1,70.51,50.99,63.29,0.5511,96.0,0
2026-01-02 01:00:00,5.053,65.39,1411.6,68.89,49.91,62.52,0.546,96.0,0
2026-01-02 01:30:00,5.004,63.87,1411.4,69.72,53.74,60.91,0.5535,96.0,0
2026-01-02 02:00:00,4.643,64.4,1417.5,70.5,52.42,60.67,0.5375,96.0,0
2026-01-02 02:30:00,5.229,65.59,1415.9,70.46,49.9,61.95,0.5546,95.88,0
2026-01-02 03:00:00,5.162,65.79,1428.3,71.36,53.69,57.65,0.5705,95.54,0
2026-01-02 03:30:00,5.336,64.64,1424.4,69.51,52.12,62.72,0.5608,93.9,0
2026-01-02 04:00:00,4.893,65.28,1417.6,70.17,53.96,62.53,0.5495,95.18,0
2026-01-02 04:30:00,5.081,65.07,1409.0,70.06,51.05,62.25,0.5498,94.18,0
2026-01-02 05:00:00,4.812,65.41,1419.1,71.68,51.83,61.15,0.544,94.07,0
2026-01-02 05:30:00,5.293,63.45,1403.9,70.62,50.81,63.16,0.5522,96.0,0
2026-01-02 06:00:00,5.018,66.68,1396.6,70.56,50.01,61.67,0.5494,95.85,0
2026-01-02 06:30:00,5.021,65.11,1425.5,69.18,49.89,60.98,0.5471,96.0,0
2026-01-02 07:00:00,5.234,63.84,1434.3,69.67,51.43,60.88,0.5568,96.0,0
2026-01-02 07:30:00,5.2,63.58,1428.2,69.13,47.95,63.33,0.5413,96.0,0
2026-01-02 08:00:00,5.398,64.96,1419.7,69.89,55.35,60.89,0.5756,92.79,0
2026-01-02 08:30:00,5.085,65.9,1411.0,70.94,53.71,60.44,0.5621,93.21,0
2026-01-02 09:00:00,5.433,65.59,1411.3,71.49,52.95,61.13,0.5719,92.9,0
2026-01-02 09:30:00,5.251,67.09,1398.0,70.24,52.61,62.13,0.5652,92.77,0
2026-01-02 10:00:00,5.32,66.0,1427.3,70.64,51.93,59.94,0.5682,92.34,0
2026-01-02 10:30:00,4.945,64.91,1421.8,72.35,50.82,60.45,0.5471,93.56,0
2026-01-02 11:00:00,5.437,66.71,1416.3,70.71,53.34,62.16,0.5735,92.28,0
2026-01-02 11:30:00,5.304,65.31,1428.4,70.47,52.5,60.56,0.5662,92.53,0
2026-01-02 12:00:00,5.251,66.16,1423.4,70.79,57.25,60.14,0.5787,90.88,0
2026-01-02 12:30:00,5.003,63.19,1410.7,70.38,52.7,60.91,0.5493,95.97,0
2026-01-02 13:00:00,5.171,63.32,1402.6,69.36,54.96,61.96,0.5599,93.12,0
2026-01-02 13:30:00,5.144,65.56,1403.2,70.96,53.13,61.38,0.5603,92.21,0
2026-01-02 14:00:00,5.221,65.78,1409.4,68.6,53.25,62.12,0.5627,92.5,0
2026-01-02 14:30:00,5.194,66.47,1418.3,70.66,52.59,59.16,0.5675,93.48,0
2026-01-02 15:00:00,5.007,64.68,1420.3,69.98,52.05,61.43,0.5501,94.53,0
2026-01-02 15:30:00,5.047,64.62,1415.4,69.82,51.27,61.36,0.5498,94.9,0
2026-01-02 16:00:00,5.337,66.9,1418.7,71.91,52.54,62.04,0.5682,91.78,0
2026-01-02 16:30:00,5.275,66.31,1405.3,70.99,54.18,60.64,0.5713,92.52,0
2026-01-02 17:00:00,5.167,64.49,1395.7,71.8,51.53,59.37,0.5589,92.74,0
2026-01-02 17:30:00,4.855,64.67,1412.8,71.16,52.93,60.98,0.5472,94.02,0
2026-01-02 18:00:00,5.317,67.12,1414.8,71.1,54.68,60.87,0.5756,91.52,0
2026-01-02 18:30:00,5.798,65.26,1422.3,72.43,48.92,59.38,0.5791,91.14,0
2026-01-02 19:00:00,4.984,65.71,1409.1,69.75,53.76,60.51,0.5576,92.29,0
2026-01-02 19:30:00,4.708,65.38,1422.2,70.21,52.89,62.78,0.5392,94.19,0
2026-01-02 20:00:00,5.393,66.54,1423.4,69.84,57.52,61.99,0.5822,91.0,0
2026-01-02 20:30:00,5.239,63.37,1415.9,70.96,50.43,59.42,0.5564,94.14,0
2026-01-02 21:00:00,5.281,68.47,1400.5,72.1,52.84,59.39,0.5755,91.73,0
2026-01-02 21:30:00,5.232,64.65,1416.5,71.84,51.5,61.31,0.5579,94.48,0
2026-01-02 22:00:00,4.855,66.1,1417.1,70.46,54.67,59.02,0.5586,93.62,0
2026-01-02 22:30:00,5.222,65.2,1421.2,69.58,50.32,63.05,0.5523,91.5,0
2026-01-02 23:00:00,5.043,64.33,1428.2,70.08,50.36,59.68,0.5501,93.89,0
2026-01-02 23:30:00,5.127,67.51,1409.6,70.93,50.82,59.83,0.5613,93.93,0
2026-01-03 00:00:00,5.027,65.53,1397.3,72.48,53.19,60.26,0.558,90.17,0
2026-01-03 00:30:00,5.284,63.75,1411.7,70.72,53.13,59.11,0.5664,89.68,0
2026-01-03 01:00:00,5.28,65.35,1411.5,71.35,55.0,61.56,0.5696,90.43,0
2026-01-03 01:30:00,5.326,63.33,1406.4,71.72,53.24,57.15,0.5714,91.56,0
2026-01-03 02:00:00,5.227,66.59,1407.6,71.22,54.71,61.15,0.5703,91.1,0
2026-01-03 02:30:00,5.241,66.54,1409.3,71.87,54.89,60.84,0.5718,90.13,0
2026-01-03 03:00:00,5.194,65.45,1407.2,71.47,55.41,60.55,0.5694,91.27,0
2026-01-03 03:30:00,4.74,65.65,1410.6,69.87,53.56,63.75,0.5408,93.88,0
2026-01-03 04:00:00,5.309,65.3,1393.3,71.37,54.83,61.65,0.5701,89.72,0
2026-01-03 04:30:00,5.479,66.49,1404.0,70.93,54.86,59.44,0.584,88.49,0
2026-01-03 05:00:00,4.98,64.76,1409.7,72.11,55.04,58.84,0.5619,89.84,0
2026-01-03 05:30:00,4.865,67.51,1399.3,72.89,55.21,58.63,0.5643,89.12,0
2026-01-03 06:00:00,4.863,65.57,1402.4,70.81,50.35,58.56,0.5479,91.18,0
2026-01-03 06:30:00,5.29,65.87,1405.1,72.92,53.97,61.91,0.5679,90.97,0
2026-01-03 07:00:00,5.068,65.66,1405.6,71.27,56.45,59.79,0.569,88.0,0
2026-01-03 07:30:00,5.315,67.65,1407.9,69.29,52.12,60.33,0.5714,89.96,0
2026-01-03 08:00:00,5.379,63.79,1417.4,70.58,51.07,61.25,0.5609,92.0,0
2026-01-03 08:30:00,5.094,64.94,1415.9,70.81,51.51,59.14,0.5574,89.9,0
2026-01-03 09:00:00,5.26,65.72,1402.5,71.0,56.88,60.89,0.5757,91.21,0
2026-01-03 09:30:00,5.366,67.45,1416.1,70.82,52.18,58.28,0.5772,89.45,0
2026-01-03 10:00:00,5.528,68.77,1413.0,71.28,52.99,58.84,0.5875,88.48,0
2026-01-03 10:30:00,5.359,65.4,1414.1,71.11,53.26,60.1,0.5714,91.29,0
2026-01-03 11:00:00,5.34,66.78,1425.7,70.51,54.22,60.66,0.575,88.97,0
2026-01-03 11:30:00,5.781,65.76,1410.2,71.33,56.13,60.7,0.595,88.47,0
2026-01-03 12:00:00,5.31,68.82,1406.7,70.0,54.78,58.17,0.5848,87.4,0
2026-01-03 12:30:00,5.351,65.94,1420.0,70.86,55.39,57.48,0.5829,88.62,0
2026-01-03 13:00:00,5.156,66.49,1401.7,71.27,51.97,57.67,0.5674,89.38,0
2026-01-03 13:30:00,5.461,67.42,1410.5,70.5,53.77,57.81,0.5858,88.06,0
2026-01-03 14:00:00,5.237,67.95,1427.1,73.74,57.08,61.91,0.5782,85.15,0
2026-01-03 14:30:00,5.514,67.3,1407.9,70.31,57.72,58.73,0.5957,87.92,0
2026-01-03 15:00:00,5.422,65.29,1412.1,69.09,52.2,59.7,0.5718,89.29,0
2026-01-03 15:30:00,5.561,66.64,1405.7,71.82,57.21,61.49,0.5893,88.68,0
2026-01-03 16:00:00,5.223,67.01,1421.1,70.99,56.78,58.17,0.5822,87.16,0
2026-01-03 16:30:00,5.49,67.36,1412.5,72.63,53.83,56.4,0.5898,86.75,0
2026-01-03 17:00:00,5.432,66.46,1404.6,70.7,53.6,58.55,0.5806,88.67,0
2026-01-03 17:30:00,5.33,66.21,1415.9,70.35,56.47,56.7,0.5869,88.84,0
2026-01-03 18:00:00,5.494,69.36,1407.0,72.43,56.24,61.09,0.5911,86.28,0
2026-01-03 18:30:00,5.196,65.83,1416.0,71.12,54.87,59.43,0.5713,88.12,0
2026-01-03 19:00:00,5.508,64.49,1405.4,70.12,56.41,58.61,0.5862,88.16,0
2026-01-03 19:30:00,5.272,66.91,1403.0,70.37,52.87,60.57,0.5694,88.51,0
2026-01-03 20:00:00,5.134,67.91,1412.1,71.12,52.06,60.27,0.5647,88.31,0
2026-01-03 20:30:00,5.522,67.9,1415.2,71.31,52.66,60.13,0.5819,87.65,0
2026-01-03 21:00:00,5.268,65.0,1417.5,71.2,59.16,57.11,0.5877,86.95,0
2026-01-03 21:30:00,5.033,68.26,1400.6,72.42,53.03,58.7,0.567,87.46,0
