timestamp,vibration_rms_mm_s,temperature_c,rpm,acoustic_noise_db,bearing_wear_percent,lubricant_quality_percent,failure_risk_score,remaining_useful_life_hours,breakdown_label
2026-01-02 00:00:00,1.775,43.36,1493.7,57.61,4.35,98.08,0.1817,184.59,0
2026-01-02 01:00:00,2.014,46.87,1501.3,55.0,8.69,92.44,0.2211,184.59,0
2026-01-02 02:00:00,1.874,40.0,1498.3,56.42,4.12,92.97,0.1878,184.59,0
2026-01-02 03:00:00,2.313,45.05,1465.3,56.66,5.34,97.91,0.2096,184.22,0
2026-01-02 04:00:00,2.443,42.92,1493.0,56.07,3.55,96.22,0.209,184.12,0
2026-01-02 05:00:00,2.241,43.18,1492.0,56.09,1.65,95.11,0.199,184.12,0
2026-01-02 06:00:00,1.936,43.93,1495.3,55.26,6.65,93.49,0.2043,184.12,0
2026-01-02 07:00:00,2.339,41.87,1486.1,56.13,4.5,96.11,0.2051,184.12,0
2026-01-02 08:00:00,1.951,46.19,1483.9,55.0,6.06,92.99,0.2094,184.12,0
2026-01-02 09:00:00,2.218,45.57,1486.1,58.14,3.1,95.32,0.2066,184.12,0
2026-01-02 10:00:00,1.899,46.72,1498.8,56.81,5.12,96.97,0.1982,184.12,0
2026-01-02 11:00:00,1.857,44.81,1496.0,58.38,3.36,95.07,0.1917,184.12,0
2026-01-02 12:00:00,1.854,42.82,1506.4,55.56,4.09,92.45,0.1942,184.12,0
2026-01-02 13:00:00,2.166,45.69,1478.4,55.0,5.6,92.25,0.2172,184.12,0
2026-01-02 14:00:00,2.038,42.26,1502.2,58.87,4.36,94.43,0.197,183.49,0
2026-01-02 15:00:00,2.28,43.01,1510.0,55.0,6.78,90.83,0.2216,183.49,0
2026-01-02 16:00:00,1.898,48.45,1481.5,55.15,2.98,96.91,0.1968,183.49,0
2026-01-02 17:00:00,2.292,46.6,1491.5,57.6,4.63,93.9,0.2185,183.49,0
2026-01-02 18:00:00,2.05,45.48,1474.3,58.41,8.5,94.02,0.2158,183.42,0
2026-01-02 19:00:00,2.462,47.36,1462.1,55.82,3.96,94.55,0.2239,183.42,0
2026-01-02 20:00:00,2.411,44.16,1476.5,56.41,1.61,93.73,0.2106,183.42,0
2026-01-02 21:00:00,2.139,45.74,1490.7,56.35,8.35,97.95,0.2117,183.42,0
2026-01-02 22:00:00,2.21,43.22,1492.5,57.33,5.26,93.94,0.2092,183.42,0
2026-01-02 23:00:00,2.24,44.09,1486.2,55.58,3.28,92.84,0.2096,183.42,0
2026-01-03 00:00:00,2.288,44.85,1496.8,57.42,2.98,97.41,0.2033,183.42,0
2026-01-03 01:00:00,2.138,47.47,1493.5,57.83,7.0,93.72,0.2206,183.05,0
2026-01-03 02:00:00,2.439,43.52,1509.3,56.61,3.2,98.14,0.2055,183.05,0
