timestamp,vibration_rms_mm_s,temperature_c,rpm,acoustic_noise_db,bearing_wear_percent,lubricant_quality_percent,failure_risk_score,remaining_useful_life_hours,breakdown_label
2026-01-02 00:00:00,5.49,68.03,1407.5,71.84,56.81,57.75,0.596,87.26,0
2026-01-02 01:00:00,5.175,66.29,1423.5,71.16,58.08,56.89,0.5846,87.26,0
2026-01-02 02:00:00,5.37,67.17,1408.0,71.28,53.47,57.95,0.5806,87.26,0
2026-01-02 03:00:00,5.247,65.8,1386.9,70.06,57.09,58.9,0.5798,87.26,0
2026-01-02 04:00:00,5.058,63.86,1416.7,73.22,57.77,55.35,0.5768,87.26,0
2026-01-02 05:00:00,5.141,64.64,1421.4,70.26,51.71,57.83,0.5617,87.26,0
2026-01-02 06:00:00,5.262,70.56,1418.0,74.74,56.67,57.08,0.5936,86.61,0
2026-01-02 07:00:00,5.599,67.46,1414.9,71.83,56.1,54.37,0.6041,83.83,0
2026-01-02 08:00:00,5.231,64.39,1385.3,73.63,55.68,59.33,0.5717,83.83,0
2026-01-02 09:00:00,5.731,65.65,1396.5,71.53,58.83,56.38,0.6081,83.83,0
2026-01-02 10:00:00,5.488,66.13,1406.2,72.63,57.83,52.37,0.6051,83.83,0
2026-01-02 11:00:00,5.745,68.98,1406.8,72.27,59.98,59.66,0.6124,83.83,0
2026-01-02 12:00:00,5.701,67.86,1404.9,71.68,57.99,58.01,0.6065,83.83,0
2026-01-02 13:00:00,5.526,70.22,1392.4,70.62,53.15,51.53,0.6057,83.83,0
2026-01-02 14:00:00,5.511,71.04,1398.3,71.52,55.75,58.37,0.5997,83.83,0
2026-01-02 15:00:00,5.555,68.75,1401.3,70.4,57.84,58.05,0.6022,83.83,0
2026-01-02 16:00:00,5.553,68.63,1414.2,73.81,58.71,57.14,0.6059,83.83,0
2026-01-02 17:00:00,5.645,69.87,1426.0,70.94,55.74,58.89,0.6014,83.83,0
2026-01-02 18:00:00,5.893,66.94,1389.3,74.16,58.24,56.01,0.6167,83.83,0
2026-01-02 19:00:00,5.63,67.19,1405.7,71.84,55.55,59.23,0.5936,83.83,0
2026-01-02 20:00:00,5.839,64.71,1395.6,70.02,59.74,55.72,0.6139,83.83,0
2026-01-02 21:00:00,5.793,69.7,1411.9,74.8,59.01,56.34,0.6201,81.08,0
2026-01-02 22:00:00,5.506,66.75,1404.9,73.83,59.32,55.53,0.6045,81.08,0
2026-01-02 23:00:00,5.695,68.8,1407.0,72.07,52.62,56.2,0.5986,81.08,0
2026-01-03 00:00:00,5.727,72.61,1403.5,71.85,58.55,55.61,0.6243,81.08,0
2026-01-03 01:00:00,5.778,65.91,1395.9,71.79,58.8,53.84,0.6156,81.08,0
2026-01-03 02:00:00,5.502,67.42,1395.5,73.76,56.71,56.47,0.5975,81.08,0
2026-01-03 03:00:00,5.823,66.47,1399.6,70.9,57.13,55.27,0.6116,81.08,0
2026-01-03 04:00:00,5.487,66.47,1410.8,72.04,60.43,56.13,0.6048,80.11,0
2026-01-03 05:00:00,5.651,70.28,1419.5,74.22,58.57,51.86,0.6236,77.93,0
2026-01-03 06:00:00,5.832,66.11,1410.1,75.33,60.37,56.35,0.6171,77.93,0
2026-01-03 07:00:00,5.759,69.75,1396.9,72.42,56.0,51.6,0.6209,76.9,0
2026-01-03 08:00:00,5.534,69.37,1414.7,72.56,61.81,51.62,0.6256,76.9,0
2026-01-03 09:00:00,5.451,71.17,1402.3,72.3,56.37,52.9,0.6101,76.62,0
2026-01-03 10:00:00,5.642,66.26,1398.8,74.41,56.71,56.11,0.6012,75.9,0
2026-01-03 11:00:00,5.603,67.2,1399.0,72.36,60.98,54.07,0.6165,75.87,0
2026-01-03 12:00:00,6.225,71.2,1389.0,73.03,59.19,53.71,0.6464,75.87,0
2026-01-03 13:00:00,5.527,66.15,1383.7,73.86,58.08,54.65,0.6027,75.87,0
2026-01-03 14:00:00,5.452,69.78,1391.0,74.12,61.81,52.45,0.6215,75.64,0
2026-01-03 15:00:00,6.246,71.48,1395.9,74.3,60.31,53.9,0.6503,75.64,0
2026-01-03 16:00:00,5.396,66.73,1399.7,72.4,64.1,55.22,0.6127,75.64,0
2026-01-03 17:00:00,5.647,67.64,1385.4,73.57,61.47,53.57,0.6214,75.23,0
2026-01-03 18:00:00,5.886,71.12,1395.6,73.85,63.83,51.06,0.6496,75.23,0
2026-01-03 19:00:00,5.857,67.79,1378.1,74.75,60.49,56.24,0.6223,72.93,0
2026-01-03 20:00:00,5.922,71.55,1408.4,75.52,62.98,53.11,0.6458,72.93,0
2026-01-03 21:00:00,6.193,72.17,1390.2,74.9,68.84,49.67,0.6794,72.93,0
2026-01-03 22:00:00,6.386,70.26,1385.0,73.01,63.85,51.05,0.6677,72.34,0
